"ID#","Estuary/ 
Location","general characteristics","Reference","state/ 
Region","Station 
Name","Latitude 
DD","Longitude 
DD","Date","Month","Year","Time","Water Depth 
(m)","BW 
Sal","BW 
Temp (°C)","BW 
pH","BW 
NH4 
(uM)","BW 
PO4 
(uM)","BW 
NO2 
(uM)","BW 
NO3 
(uM)","BW 
NO23 
(uM)","BW 
DSi 
(uM)","BW 
DO 
(uM)","BW 
DO 
(mg/L)","O2 Flux or SOC 
(umol/m2/hr)","DO Flux  
(g O2/m2/d)","NH4 Flux 
(umol/m2/hr)","PO4 Flux 
(umol/m2/hr)","NO2 Flux 
(umol/m2/hr)","NO23 Flux 
(umol/m2/hr)","DSi Flux 
(umol/m2/hr)","RES 
(gO2/m3/day)","POC 
(%DW)","PON 
(%DW)","PP 
(%DW)","Total 
CHLa 
(mg/m2)","Active 
CHLa 
(mg/m2)"
2222,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","MB13",38.4381666666667,-76.3925,1998-07-07,"July",1998,"0.36805555555555558",15,"12.654227361540018",21.39,"NaN","30.3",1.18532438294,"0.08","NaN","0.48","NaN",7.8125,0.25,"-403.78259892086334","-0.31010503597122302","361.4568345323741","43.347399280575537","0.69216906474820161","-9.6970143884892082","NaN","NaN","NaN","NaN","NaN","124.8","68.5"
2223,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW08",38.3552,-75.1458,2003-07-23,"July",2003,"0.70972222222222225",0.9,"22.2",27.62,"NaN","0.7142857142857143",0.2418848,"0.05","NaN","0.15","NaN",289.6875,9.27,"-4538.5104116658667","-3.4855759961593855","99.897983677388382","16.112578012481997","0","0","NaN","2.2829268292650515","4.8","0.44","6.2030534351145035E-2","80.834317718940937","50.067143584521382"
2224,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW09",38.3639,-75.1041,2003-07-23,"July",2003,"0.44166666666666665",0.7,"27.04",24.49,"NaN","0.42857142857142849",0.74793536,"1.428571428571429E-2","NaN","0.14000000000000001","NaN",209.375,6.7,"-1436.7896363418149","-1.1034544407105138","NaN","0","0","7.970019203072491","NaN","1.1100000000000001","0.11","0.01","9.9947089947089972E-3","50.20753564154785","43.852547861507119"
2225,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW01",38.3774,-75.103,2003-07-24,"July",2003,"0.38263888888888892",2,"26.27",25.36,"NaN","5",0.75856368,"0.05","NaN","0.33","NaN",179.0625,5.73,"-1355.8261821891504","-1.0412745079212675","238.16341814690355","12.05235237638022","5.9804848775804142","-10.986221795487282","NaN","NaN","1.49","0.14000000000000001","5.4950980392156866E-2","5.341384928716904","1.3720057026476575"
2226,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW06",38.375,-75.1264,2003-07-24,"July",2003,"0.41388888888888892",2,"26.23",26.07,"NaN","0.64285714285714279",0.89859632,"0","NaN","0.14000000000000001","NaN",157.1875,5.03,"-1595.0765872539607","-1.2250188190110418","473.41162986077774","20.587409985597695","-5.1499399903984635","-13.375024003840613","NaN","NaN","3.42","0.3","5.1541984732824425E-2","47.844501018329943","27.36635030549898"
2227,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","NB04",38.2099,-75.2036,2003-07-24,"July",2003,"0.56388888888888888",1.5,"25.8",25.71,"NaN","0.92857142857142849",0.4089472,"7.857142857142857E-2","NaN","0.16","NaN",244.0625,7.81,"-1913.4901584253482","-1.4695604416706674","200.15631301008162","0","20.804992798847817","0","NaN","NaN","0.48","0.05","1.6539130434782608E-2","6.9167413441955201","1.9436747454175152"
2228,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","SP04",38.2223,-75.1775,2003-07-24,"July",2003,"0.52569444444444446",1.9,"26.16",25.1,"NaN","0.5714285714285714",0.36865344,"1.428571428571429E-2","NaN","0.54","NaN",215.3125,6.89,"-1864.0632501200189","-1.4316005760921746","0","0","0","0","NaN","NaN","0.82000000000000006","0.08","3.0213058419243981E-2","23.658146639511202","10.253160896130352"
2229,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","MC01",38.2327,-75.2503,2003-08-19,"August",2003,"0.59861111111111109",0.5,"15.290000000000001",30.04,"NaN","5.6000000000000005",0.11752336,"0.1357142857142857","NaN","0.19","NaN",366.25,11.72,"-3679.9012842054731","-2.8261641862698035","NaN","-3.1922707633221323","6.5073211713874226","0","NaN","NaN","6.54","0.51","6.2139954853273144E-2","114.96742973523423","66.753824847250513"
2230,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","NB01",38.1786,-75.2335,2003-08-19,"August",2003,"0.36319444444444443",2,"27.150000000000002",26.36,"NaN","2.9",0.0878456,"2.8571428571428571E-2","NaN","0.28999999999999998","NaN",246.875,7.9,"-4127.8354536725883","-3.1701776284205474","0","0","0","0","NaN","1.206675938800573","0.21","0.02","1.7484536082474227E-2","30.681384928716906","9.2588187372708681"
2231,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","NB02",38.2001,-75.2317,2003-08-19,"August",2003,"0.4152777777777778",2,"26.32",26.61,"NaN","2.9",0.13852288,"3.5714285714285712E-2","NaN","0.14000000000000001","NaN",256.5625,8.21,"-1412.9932039126261","-1.0851787806048969","0","3.9446831493038896","1.978264522323572","0","NaN","NaN","0.70000000000000007","7.0000000000000007E-2","5.0934131736526944E-2","22.880162932790224","5.6045621181262755"
2232,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","NB03",38.2376,-75.2152,2003-08-19,"August",2003,"0.48888888888888887",1.9,"25.52",27.27,"NaN","3.4",0.14917568,"5.7142857142857141E-2","NaN","0.33","NaN",227.8125,7.29,"-2554.4962193951037","-1.9618530964954395","0","0","0","9.3277604416706676","NaN","2.0649999999999999","2.06","0.18","3.8990228013029322E-2","49.11690427698575","14.637556008146642"
2233,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","NB04",38.2099,-75.2036,2003-08-19,"August",2003,"0.44375000000000003",1.4,"25.78",27.02,"NaN","3.3000000000000003",0.13896352,"4.2857142857142851E-2","NaN","0.11","NaN",245.3125,7.85,"-1757.8462554008645","-1.3500259241478638","0","6.6424147863658192","4.1190950552088337","8.2880580892942888","NaN","NaN","0.46","0.04","1.2894366197183099E-2","30.003910386965376","7.0826883910386975"
2234,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","SP04",38.2223,-75.1775,2003-08-19,"August",2003,"0.63888888888888895",2,"28.22",27.71,"NaN","1.7",0.43697248,"6.4285714285714279E-2","NaN","0.11","NaN",286.25,9.16,"-2080.0010501680267","-1.5974408065290444","0","13.364762361977917","2.2940710513682188","0","NaN","NaN","0.46","0.05","2.1163398692810455E-2","47.618248472505094","14.637556008146632"
2235,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","TC01",38.2659,-75.1792,2003-08-19,"August",2003,"0.55486111111111114",1.6,"19.43",27.8,"NaN","4.2",0.19414512,"0.1071428571428571","NaN","0.11","NaN",281.25,9,"-4871.5794527124335","-3.7413730196831492","-26.713970235237639","-7.0268843014882387","1.97225156024964","4.924723955832933","NaN","3.8897130860862195","6.26","0.57999999999999996","6.6027027027027035E-2","124.2714134419552","58.217645621181255"
2236,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","AS02",38.4245,-75.0797,2003-08-20,"August",2003,"0.39097222222222222",1.4,"25.69",26.87,"NaN","3.1",0.13903696,"2.1428571428571429E-2","NaN","0.14000000000000001","NaN",245,7.84,"-1152.2743638982238","-0.88494671147383586","NaN","0","0","18.725876140182432","NaN","NaN","0.12","0.02","3.952180028129396E-3","17.665661914460287","7.9038696537678206"
2237,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","AS03",38.4393,-75.0777,2003-08-20,"August",2003,"0.3576388888888889",1.8,"24.96",27.11,"NaN","3.1",0.15963264,"7.1428571428571425E-2","NaN","0.4","NaN",197.8125,6.33,"-2105.8846915506483","-1.6173194431108979","102.65015602496399","0","0","0","NaN","2.0521497919612499","1.84","0.16","3.4364532019704443E-2","41.192505091649693","15.746150712830957"
2238,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","AS04",38.4415,-75.1194,2003-08-20,"August",2003,"0.42569444444444443",0.8,"22.51",28.93,"NaN","3.4",0.16163184,"5.7142857142857141E-2","NaN","0.16","NaN",246.5625,7.89,"-3443.5684709553534","-2.6446605856937113","116.37450792126741","0","8.0902064330292855","0","NaN","2.9379597501668444","5","0.43","4.6926517571884985E-2","58.960814663951112","29.849938900203657"
2239,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","AS05",38.428,-75.1046,2003-08-20,"August",2003,"0.4604166666666667",1.4,"26.05",27.69,"NaN","2.2000000000000002",0.0987432,"5.7142857142857141E-2","NaN","0.15","NaN",202.1875,6.47,"-1990.3129500720117","-1.528560345655305","0","0","0","-22.55400864138262","NaN","NaN","3.34","0.26","4.0117117117117115E-2","38.841873727087581","11.476008146639506"
2240,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","AS06",38.4004,-75.0937,2003-08-20,"August",2003,"0.53819444444444442",1.9,"26.7",27.63,"NaN","1.4000000000000001",0.1182128,"7.857142857142857E-2","NaN","0.11","NaN",276.5625,8.85,"-2380.655904944791","-1.8283437349975997","39.345871339414309","0","0","-13.594551128180507","NaN","2.4751565761992143","0.56000000000000005","0.05","1.4481865284974093E-2","64.195845213849282","20.529531568228105"
2241,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW02",38.4113,-75.1723,2003-08-20,"August",2003,"0.57847222222222217",1.2,"19.940000000000001",29.9,"NaN","3.9",0.28372896,"7.857142857142857E-2","NaN","0.15","NaN",213.4375,6.83,"-5522.8651584253485","-4.2415604416706678","0","-5.6889102256361026","0","0","NaN","4.9876816609157277","6.2700000000000005","0.59","6.98125E-2","70.221262729124234","28.967169042769868"
2242,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW03",38.4035,-75.1449,2003-08-20,"August",2003,"0.61250000000000004",1.7,"24.37",28.92,"NaN","2.9",0.11011408,"3.5714285714285712E-2","NaN","0.44","NaN",296.5625,9.49,"-3339.4083053288537","-2.5646655784925594","125.29831973115702","0","0","-8.2144983197311596","NaN","NaN","4.2","0.37","5.1935185185185181E-2","48.203340122199592","18.784521384928716"
2243,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW05",38.3943,-75.1238,2003-08-20,"August",2003,"0.64513888888888882",1.9,"27.16",27.97,"NaN","0.6",0.15783744,"6.4285714285714279E-2","NaN","0.1","NaN",272.5,8.72,"-2862.5390062409992","-2.1984299567930874","0","7.751032165146424","-2.3109937590014402","0","NaN","3.3580041580057829","2.87","0.26","5.9701863354037266E-2","40.022321792260691","11.455478615071273"
2244,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW07",38.3521,-75.1299,2003-08-20,"August",2003,"0.74513888888888891",1.2,"27.94",29.13,"NaN","1.9000000000000001",0.33720096,"0.05","NaN","0.34","NaN",337.1875,10.79,"-3312.5300048007684","-2.5440230436869902","28.39500720115219","-6.9430628900624116","0","0","NaN","NaN","4.22","0.38","4.7662222222222224E-2","49.352993890020365","16.403095723014264"
2245,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW08",38.3552,-75.1458,2003-08-20,"August",2003,"0.71319444444444446",0.9,"25.07",30.9,"NaN","3.1",0.10954288,"0.14285714285714279","NaN","0.2","NaN",379.0625,12.13,"-3582.5979656745076","-2.751435237638022","-96.207393182909257","0","-4.0046327412385985","2.7178588574171862","NaN","3.8000000000000003","4.8600000000000003","0.44","5.4012779552715655E-2","66.074297352342157","31.081710794297358"
2246,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW01",38.3774,-75.103,2003-08-21,"August",2003,"0.38541666666666669",2,"27.92",26.2,"NaN","2.1",0.20721728,"0.1142857142857143","NaN","0.16","NaN",196.875,6.3,"-1955.2658425348056","-1.5016441670667309","NaN","0","0","-10.585693710993759","NaN","NaN","1.7","0.16","5.6306666666666672E-2","50.697678207739301","19.030875763747453"
2247,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW04",38.369,-75.0774,2003-08-21,"August",2003,"0.35000000000000003",0.6,"30.11",25.03,"NaN","1.4000000000000001",0.23543024,"4.2857142857142851E-2","NaN","7.0000000000000007E-2","NaN",205.3125,6.57,"-1438.7620769323091","-1.1049692750840134","-50.262061929908782","0","0","NaN","NaN","NaN","0.04","0.01","1.2422192151556157E-3","69.790142566191449","61.93759674134418"
2248,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW06",38.375,-75.1264,2003-08-21,"August",2003,"0.4152777777777778",1.9,"27.82",26.7,"NaN","2.1",0.47729888,"3.5714285714285712E-2","NaN","0.13","NaN",167.8125,5.37,"-1680.9897083533367","-1.2910000960153625","269.67522803648586","30.043566970715318","0","0","NaN","NaN","2.75","0.26","7.2345098039215683E-2","66.43356415478614","19.995763747454195"
2249,"MD Coastal Bays","shallow, high salinity lagoons","Boynton","Maryland","IW09",38.3639,-75.1041,2003-08-21,"August",2003,"0.4465277777777778",0.5,"28.62",26.97,"NaN","0.70000000000000007",0.31664608,"4.2857142857142851E-2","NaN","0.05","NaN",240.625,7.7,"-1187.4024843975037","-0.91192510801728288","106.77746039366301","0","0","-15.572491598655786","NaN","1.885","0.06","0.01","1.3426644182124791E-2","77.303951120162949","70.477881873727085"
2250,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Eight",38.4136,-77.2765,2004-05-18,"May",2004,"0.43125000000000002",4.6,"0.1",24.18,"NaN","4.4207000000000001",0.5799184,"0.60050000000000003","NaN","74","NaN",218.4375,6.99,"-1573.3617378780602","-1.2083418146903504","15.470235237638022","10.224771963514163","1.330772923667787","0","NaN","NaN","2.67","0.3","0.10752586206896554","53.826883910386968","13.059307535641542"
2251,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Four",38.6665,-77.132,2004-05-18,"May",2004,"0.56736111111111109",6.8,"0.13",26.09,"NaN","12.8748",0.81989392,"2.0474999999999999","NaN","76","NaN",153.75,4.92,"-2446.8164906385027","-1.8791550648103701","686.24819971195404","3.0028804608737403","14.834373499759966","-277.51080172827659","NaN","NaN","1.96","0.2","8.6700389105058381E-2","68.576456211812626","22.174663951120174"
2252,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","One",38.7705,-77.0338,2004-05-18,"May",2004,"0.73472222222222217",8.5,"0.13",26.38,"NaN","5.8047000000000004",0.11989392,"1.0304","NaN","65","NaN",170,5.44,"-2424.7719635141625","-1.8622248679788769","1980.9551608257323","4.63638982237158","21.393759001440234","-153.39721555448875","NaN","NaN","5.22","0.42","9.5641434262948202E-2","62.670590631364568","23.76431771894093"
2253,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Six",38.5821,-77.2388,2004-05-18,"May",2004,"0.50416666666666665",5.4,"0.11",25.09,"NaN","1.8066",0.40991024,"0.85489999999999999","NaN","63","NaN",230.3125,7.37,"-1820.1092174747964","-1.3978438790206436","148.01651464234277","13.877484397503602","-1.2656745079212675","-126.17052328372542","NaN","NaN","2.96","0.33","0.10012799999999999","47.629246435845211","19.920977596741345"
2254,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Three",38.7108,-77.0423,2004-05-18,"May",2004,"0.64375000000000004",2.75,"0.13",26.82,"NaN","12.661099999999999",0.64989392,"1.4688000000000001","NaN","68","NaN",158.75,5.08,"-1367.0937349975995","-1.0499279884781565","127.6731877100336","2.7803648583773404","9.7215554488718201","-162.02916466634662","NaN","NaN","2.65","0.28000000000000003","0.10027777777777777","74.5125050916497","31.8534419551935"
2255,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Five",38.6538,-77.124,2004-05-19,"May",2004,"0.40138888888888885",3,"0.13",25.99,"NaN","10.0641",0.62989392,"2.1006","NaN","73","NaN",172.5,5.52,"-2652.8819611137787","-2.0374133461353821","523.59577532405183","-2.1149783965434468","20.991358617378783","-171.63010081613055","NaN","NaN","2.75","0.23","7.7426086956521742E-2","45.596904276985747","16.520325865580439"
2256,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Seven",38.5805,-77.2118,2004-05-19,"May",2004,"0.45624999999999999",4.4,"0.12",25.37,"NaN","3.782",0.53990208,"1.6111","NaN","73","NaN",217.5,6.96,"-2054.353696591455","-1.5777436389822372","288.29812770043208","8.6893422947671635","14.690350456072972","-122.42203552568414","NaN","NaN","3.39","0.34","0.11568558951965068","60.839470468431777","22.536863543788197"
2257,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Two",38.7781,-77.0333,2004-05-19,"May",2004,"0.3347222222222222",2.1,"0.14000000000000001",26.16,"NaN","10.5495",0.29988576,"1.3089","NaN","77","NaN",179.375,5.74,"-2119.528624579933","-1.6277979836773886","505.17846855496884","NaN","19.496687469995202","-281.58679788766199","NaN","NaN","3.33","0.28999999999999998","9.8568093385214023E-2","66.27246435845214","30.324154786150721"
2258,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Eight",38.4136,-77.2765,2004-07-22,"July",2004,"0.51041666666666663",4.5,"1.83",28.26,"NaN","1.8420000000000001",0.77850672,"0.16719999999999999","NaN","15.5","NaN",231.875,7.42,"-2395.3912626020165","-1.8396604896783486","65.426500240038422","0","0","NaN","NaN","NaN","2.81","0.33","0.10489999999999999","59.420773930753555","10.01014582484726"
2259,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Four",38.6665,-77.132,2004-07-22,"July",2004,"0.64861111111111114",6.3,"0.15",28.59,"NaN","2.6722000000000001",0.2398776,"3.5316000000000001","NaN","59.9","NaN",221.875,7.1,"-2272.0479026644261","-1.7449327892462794","276.05454872779643","2.2381180988958231","19.949891982717237","-167.04620739318293","NaN","NaN","3.0300000000000002","0.26","9.2899999999999996E-2","62.156334012219958","21.575652953156808"
2260,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","One",38.7705,-77.0338,2004-07-22,"July",2004,"0.70277777777777783",8.8,"0.17",28.61,"NaN","5.47",0.44986128,"2.1467000000000001","NaN","90.2","NaN",194.6875,6.23,"-2260.5541886701876","-1.7361056168987041","364.95727316370625","NaN","37.154344695151224","-201.64954392702839","NaN","NaN","2.82","0.25","8.8200000000000001E-2","82.768228105906303","31.306631364562119"
2261,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Seven",38.5805,-77.2118,2004-07-22,"July",2004,"0.57430555555555551",5.2,"0.13",28.12,"NaN","1.1712",0.54989392,"1.5150999999999999","NaN","35.4","NaN",251.25,8.04,"-2674.8285975756121","-2.0542683629380702","234.23169707153147","4.3179908785405665","0","-40.750600096015361","NaN","NaN","3.29","0.33","0.1046","66.364887983706708","23.589646435845204"
2262,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Six",38.5821,-77.2388,2004-07-22,"July",2004,"0.6020833333333333",5.5,"0.13",28.53,"NaN","0.81479999999999997",0.36989392,"1.0251999999999999","NaN","26.1","NaN",298.4375,9.55,"-2575.9083953432551","-1.9782976476236198","364.81108977436389","10.499279884781565","-1.6623859817570812","NaN","NaN","NaN","2.93","0.32","9.7799999999999998E-2","82.908513238289203","30.748296537678193"
2263,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Two",38.7781,-77.0333,2004-07-22,"July",2004,"0.75069444444444444",4.5,"0.18",28.75,"NaN","5.0697000000000001",0.44985312,"2.1469999999999998","NaN","93.8","NaN",200.3125,6.41,"-3096.4504320691317","-2.3780739318290931","859.59721555448891","NaN","24.162746039366301","-404.71915506481037","NaN","NaN","2.82","0.2","7.0900000000000005E-2","82.888472505091656","28.794124643584535"
2264,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Three",38.7108,-77.0423,2004-07-23,"July",2004,"0.6069444444444444",3.3,"0.16",28.8,"NaN","8.4678000000000004",0.61986944,"3.8372000000000002","NaN","74.3","NaN",200.9375,6.43,"-4090.3005730916957","-3.1413508401344221","777.40049207873278","23.811653864618343","23.91095775324052","-293.85439270283246","NaN","NaN","2.93","0.28999999999999998","0.104","68.619470468431757","20.458983299388983"
2265,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Four",38.6665,-77.132,2004-09-28,"September",2004,"0.66736111111111107",6.5,"0.1",22.24,"NaN","7.5399000000000003",1.2999184,"2.1888000000000001","NaN","91.100000000000009","NaN",217.1875,6.95,"-1174.1658665386465","-0.90175938550168044","-32.828612578012489","0","15.888046087373983","0","NaN","NaN","2.42","0.2","6.6504115226337451E-2","69.183951120162931","16.282443991853349"
2266,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","One",38.7705,-77.0338,2004-09-28,"September",2004,"0.72569444444444453",8.5,"0.12",22.61,"NaN","7.3019999999999996",1.29990208,"1.6136999999999999","NaN","101","NaN",232.5,7.44,"-1451.6465134421508","-1.1148645223235718","-92.225732117138762","3.8719155064810371","17.413322131541047","-171.6308929428709","NaN","NaN","3.56","0.31","8.1349372384937238E-2","29.146232179226068","8.8753564154786151"
2267,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Seven",38.5805,-77.2118,2004-09-28,"September",2004,"0.5541666666666667",5.5,"0.09",22.24,"NaN","5.4489000000000001",0.86992656,"2.6061000000000001","NaN","78","NaN",211.5625,6.77,"-1475.1110177628423","-1.1328852616418628","581.51493038886224","-1.8717234757561212","14.243158905424869","-76.847383581373009","NaN","NaN","3.27","0.33","9.2313999999999993E-2","68.548431771894087","17.794541751527508"
2268,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Six",38.5821,-77.2388,2004-09-28,"September",2004,"0.59722222222222221",5,"0.09",22.53,"NaN","3.9687000000000001",0.56992656,"1.8761000000000001","NaN","75.400000000000006","NaN",235,7.52,"-1576.9173067690829","-1.2110724915986557","366.40672107537205","-1.8069131060969754","4.5062650024003847","-128.42304368698993","NaN","NaN","2.91","0.33","8.5235632183908047E-2","44.267209775967416","9.1821588594704657"
2269,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Eight",38.4136,-77.2765,2004-09-29,"September",2004,"0.52013888888888882",4.3,"0.11",22.48,"NaN","1.7888999999999999",0.94991024,"2.6581999999999999","NaN","81.5","NaN",224.6875,7.19,"-3137.1763232117137","-2.4093514162265963","404.60627700432065","20.861917906865102","-11.975336053768604","-162.47257561209796","NaN","NaN","2.9","0.35000000000000003","0.10017115384615384","66.356985743380861","15.142892057026483"
2270,"Potomac","major coastal plain tributary; very eutrophic","Boynton","Maryland","Five",38.6538,-77.124,2004-09-29,"September",2004,"0.44097222222222227",2.7,"0.11",22.04,"NaN","4.8114999999999997",1.38991024,"2.1150000000000002","NaN","95.7","NaN",225,7.2,"-1413.9754860777728","-1.0859331733077293","56.588526164186277","8.0472875660105618","4.7210753720595298","0","NaN","NaN","7.2700000000000005","0.44","9.4738000000000003E-2","51.597596741344191","17.61922606924643"
2271,"Chesapeake Bay-Mid","large mesohaline coastal plain estuary","Boynton","Maryland","MB14",38.4416666666667,-76.3658333333333,1998-07-07,"July",1998,"0.3125",28,"12.899622147625376",21.76,"NaN","26.400000000000002",1.04588989708,"0.05","NaN","0.21","NaN",7.5,0.24,"-546.01079136690646","-0.41933628776978416","855.13647194244618","134.39402589928056","0","0","NaN","NaN","NaN","NaN","NaN","157.6","98.3"
2272,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BRIS",38.3933333333333,-76.5511166666667,1998-07-20,"July",1998,"0.60902777777777783",15.5,"11.83",25.6,"NaN","5.4",1.1503712,"7.0000000000000007E-2","NaN","0.22","NaN",24.375,0.78,"-411.76618705035975","-0.31623643165467624","216.3429064748201","88.957812949640285","0","0","NaN","NaN","3.23","0.43","0.12","92.4","28.6"
2273,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","BUVA",38.5185,-76.6636666666667,1998-07-20,"July",1998,"0.37777777777777777",6.5,"15.01",27.84,"NaN","0.6",2.022656,"0.04","NaN","0.17","NaN",159.0625,5.09,"-2929.6875","-2.25","723.5","132.72","6.38","12.61","NaN","NaN","2.57","0.32","0.13","89.600000000000009","20.6"
2274,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","MRPT",38.4461166666667,-76.6316666666667,1998-07-20,"July",1998,"0.4680555555555555",7.5,"11.58",25.62,"NaN","7.6000000000000005",2.600616,"0.08","NaN","0.11","NaN",24.0625,0.77,"-346.55125899280574","-0.26615136690647478","701.58604316546757","166.294964028777","NaN","0","NaN","NaN","3.08","0.42","0.14000000000000001","113.2","50.2"
2275,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","PX07",38.4895,-76.6588333333333,1998-07-20,"July",1998,"0.4201388888888889",1.5,"8.7100000000000009",27.75,"NaN","0.6",1.762656,"0.09","NaN","0.22","NaN",200.3125,6.41,"-1519.0872302158275","-1.1666589928057554","0","6.417587050359713","0","11.230536690647481","NaN","NaN","0.16","0.02","0.01","31.91","7.24"
2276,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","PX15",38.4338333333333,-76.622,1998-07-20,"July",1998,"0.5083333333333333",10,"11.59",25.7,"NaN","5.6000000000000005",2.2505344,"0.18","NaN","0.1","NaN",14.375,0.46,"-445.95323741007201","-0.34249208633093531","538.01766906474825","197.65139568345325","0","-10.993208633093525","NaN","NaN","3.33","0.47000000000000003","0.04","111.8","34.800000000000004"
2277,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","PX23",38.4048333333333,-76.5743333333333,1998-07-20,"July",1998,"0.56805555555555554",11,"11.61",25.75,"NaN","3.7",1.3605344,"0.1","NaN","0.19","NaN",18.75,0.6,"-393.07553956834528","-0.30188201438848916","400.34261870503599","190.56707913669067","0","27.823458992805758","NaN","NaN","3.54","0.48","0.13","NaN","NaN"
2278,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","PX21",38.425,-76.585,1998-07-21,"July",1998,"0.37916666666666665",1.5,"9.77",27.63,"NaN","0.5",0.5917584,"0.15","NaN","0.22","NaN",197.5,6.32,"-1443.0431654676261","-1.1082571510791368","176.11510791366905","0","12.527654676258994","0","NaN","NaN","0.12","0.01","0","11.8","2.86"
2279,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","PX25",38.4198333333333,-76.576,1998-07-21,"July",1998,"0.3444444444444445",2.5,"9.82",27.56,"NaN","0.4",0.4916768,"0.04","NaN","0.11","NaN",164.0625,5.25,"-1260.5638489208634","-0.96811303597122311","0","0","1.8171798561151078","12.837496402877701","NaN","NaN","0.15","0.02","0.01","28.87","6.01"
2280,"Patuxent","mesohaline coastal plain tributary","Boynton","Maryland","PX33",38.3763333333333,-76.5126666666667,1998-07-21,"July",1998,"0.25624999999999998",18,"12.030000000000001",25.66,"NaN","9.2000000000000011",1.140208,"0.1","NaN","0.22","NaN",31.875,1.02,"-1161.8983812949639","-0.89233795683453232","551.26385611510796","138.5764316546763","0","0","NaN","NaN","3.77","0.5","0.14000000000000001","NaN","NaN"
2281,"Patuxent","mesohaline coastal plain tributary","Fluxzilla-PAX","Maryland","STLC",38.3802833333333,-76.5011166666667,1998-07-21,"July",1998,"0.29791666666666666",6,"11.27",26.26,"NaN","0.5",0.73,"0.05","NaN","0.16","NaN",56,1.792,"-1788.1","-1.3732607999999997","285.5","11.8","0","5.0999999999999996","NaN","NaN","2.6","0.34","0.09","96.9","27.1"
